method,policy,epoch,elapsed_s,elapsed_min,replan_epoch,traffic_state,traffic_change,center_bins,affected_edges,peak_tt_multiplier,speed_multiplier,recovery_progress,network_speed_kmh,sim_hour,remaining_bins_before,served_bins_epoch,remaining_bins_after,epoch_energy_kwh,epoch_energy_per_served_bin_kwh,cumulative_energy_kwh,epoch_operating_s,cumulative_operating_s,oracle_runtime_s,solver_runtime_s,planning_runtime_s,cumulative_planning_runtime_s,compute_wait_aux_energy_kwh,cumulative_compute_wait_aux_energy_kwh,latency_adjusted_energy_kwh,latency_adjusted_time_s,planned_remaining_energy_kwh,planned_remaining_makespan_s,incumbent_plan_energy_kwh,candidate_plan_energy_kwh,candidate_energy_improvement_kwh,replan_attempted,replan_accepted,acceptance_reason,candidate_next_choice_changes,candidate_reassigned_bins,next_choice_changes,reassigned_bins,traversed_edges,disrupted_edges_traversed,disrupted_edge_share,min_battery_kwh,max_payload_kg,returned_to_depot,converged,rounds,replanned,active_planning_vehicles,vehicles_still_requiring_first_service
proposed,static_live,9,540.0,9.0,1,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.15,69,4,65,2.2682353970901716,0.5670588492725429,48.999369787694974,60.0,600.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,48.999369787694974,600.0,77.62879857543831,2176.3863390623183,,,,False,False,not_attempted,0,0,0,0,19,0,0.0,171.54640459197284,574.0,False,,,False,7,0
proposed,static_live,10,600.0,10.0,2,degrading,degrading,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.166666666666668,65,1,64,2.264359248722955,2.264359248722955,51.26372903641793,60.0,660.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,51.26372903641793,660.0,75.37762181306358,2157.509480549697,,,,False,False,not_attempted,0,0,0,0,29,0,0.0,171.29011539682318,574.0,False,,,False,7,0
proposed,static_live,11,660.0,11.0,2,degrading,degrading,13 24 25 68,2681,1.06951871657754,0.935,0.0,34.60155362914376,18.183333333333334,64,2,62,3.1924565475870352,1.5962282737935176,54.45618558400496,60.0,720.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,54.45618558400496,720.0,75.26677719890463,2028.151336758179,,,,False,False,not_attempted,0,0,0,0,39,9,0.23076923076923078,171.19678206348985,700.0,False,,,False,7,0
proposed,static_live,12,720.0,12.0,2,degrading,degrading,13 24 25 68,2681,1.1494252873563218,0.87,0.0,34.39569006737746,18.2,62,3,59,3.6010711421850123,1.200357047395004,58.057256726189976,60.0,780.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,58.057256726189976,780.0,74.2878355867732,2043.9572026212552,,,,False,False,not_attempted,0,0,0,0,41,1,0.024390243902439025,169.9712503230566,791.0,False,,,False,7,0
proposed,static_live,13,780.0,13.0,2,degrading,degrading,13 24 25 68,2681,1.2422360248447206,0.8049999999999999,0.0,34.15939207694038,18.216666666666665,59,1,58,3.4683859940599824,3.4683859940599824,61.52564272024996,60.0,840.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,61.52564272024996,840.0,72.99161620789174,2039.1167408195015,,,,False,False,not_attempted,0,0,0,0,48,0,0.0,168.5742888930247,791.0,False,,,False,7,0
proposed,static_live,14,840.0,14.0,2,degrading,degrading,13 24 25 68,2681,1.3513513513513513,0.74,0.0,33.885701393776806,18.233333333333334,58,2,56,1.8447899412817517,0.9223949706408758,63.370432661531716,60.0,900.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,63.370432661531716,900.0,72.51289163228721,1999.365533095167,,,,False,False,not_attempted,0,0,0,0,42,0,0.0,168.15686244557824,848.0,False,,,False,7,0
proposed,static_live,15,900.0,15.0,3,degrading,degrading,13 24 25 68,2681,1.4814814814814814,0.675,0.0,33.56497967065395,18.25,56,2,54,1.7049707123781843,0.8524853561890922,65.0754033739099,60.0,960.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,65.0754033739099,960.0,74.15457810500992,1889.039642515002,,,,False,False,not_attempted,0,0,0,0,32,0,0.0,168.0635291122449,848.0,False,,,False,7,0
proposed,static_live,16,960.0,16.0,3,degrading,degrading,13 24 25 68,2681,1.639344262295082,0.61,0.0,33.18396468746468,18.266666666666666,54,2,52,2.0395326477836626,1.0197663238918313,67.11493602169355,60.0,1020.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,67.11493602169355,1020.0,76.33065239458104,1920.2655844368453,,,,False,False,not_attempted,0,0,0,0,28,0,0.0,167.08289017604287,907.0,False,,,False,7,0
proposed,static_live,17,1020.0,17.0,3,degrading,degrading,13 24 25 68,2681,1.8348623853211008,0.545,0.0,32.72389050058952,18.283333333333335,52,4,48,3.84285201607133,0.9607130040178326,70.95778803776489,60.0,1080.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,70.95778803776489,1080.0,79.62233635060778,1915.8654981569525,,,,False,False,not_attempted,0,0,0,0,43,0,0.0,166.46306654949578,930.0,False,,,False,7,0
proposed,static_live,18,1080.0,18.0,3,degrading,degrading,13 24 25 68,2681,2.0833333333333335,0.48,0.0,32.157301947836125,18.3,48,1,47,2.499765042972072,2.499765042972072,73.45755308073696,60.0,1140.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,73.45755308073696,1140.0,81.98215565446544,1828.2973604912777,,,,False,False,not_attempted,0,0,0,0,33,0,0.0,166.36973321616244,930.0,False,,,False,7,0
proposed,static_live,19,1140.0,19.0,3,degrading,degrading,13 24 25 68,2681,2.409638554216868,0.4149999999999999,0.0,31.44236703830193,18.316666666666666,47,2,45,1.6825675060822607,0.8412837530411303,75.14012058681922,60.0,1200.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,75.14012058681922,1200.0,87.55341957341447,1892.8419467679796,,,,False,False,not_attempted,0,0,0,0,7,0,0.0,165.7503132487021,988.0,False,,,False,7,0
proposed,static_live,20,1200.0,20.0,4,disrupted,holding,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.333333333333332,45,5,40,1.5133723083243753,0.30267446166487505,76.6534928951436,60.0,1260.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,76.6534928951436,1260.0,97.56924069784766,1843.4980062936027,,,,False,False,not_attempted,0,0,0,0,35,0,0.0,165.65697991536877,1072.0,False,,,False,7,0
proposed,static_live,21,1260.0,21.0,4,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.35,40,2,38,3.360514484594994,1.680257242297497,80.0140073797386,60.0,1320.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,80.0140073797386,1320.0,96.24603021180009,1843.4980062936027,,,,False,False,not_attempted,0,0,0,0,27,5,0.18518518518518517,165.32368468334354,1171.0,False,,,False,6,0
proposed,static_live,22,1320.0,22.0,4,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.366666666666667,38,1,37,0.9652518546336065,0.9652518546336065,80.97925923437221,60.0,1380.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,80.97925923437221,1380.0,91.93885287946397,1808.0938873004677,,,,False,False,not_attempted,0,0,0,0,6,0,0.0,165.03699232660028,1215.0,False,,,False,6,0
proposed,static_live,23,1380.0,23.0,4,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.383333333333333,37,3,34,1.2407071527783733,0.41356905092612445,82.21996638715058,60.0,1440.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,82.21996638715058,1440.0,91.43847442385342,1676.935585401107,,,,False,False,not_attempted,0,0,0,0,6,2,0.3333333333333333,164.94365899326695,1215.0,False,,,False,6,0
proposed,static_live,24,1440.0,24.0,4,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.4,34,2,32,2.823475451229408,1.411737725614704,85.04344183837999,60.0,1500.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,85.04344183837999,1500.0,90.29291587291323,1676.935585401107,,,,False,False,not_attempted,0,0,0,0,26,3,0.11538461538461539,164.71876669802194,1215.0,False,,,False,6,0
proposed,static_live,25,1500.0,25.0,5,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.416666666666668,32,1,31,2.048194602947538,2.048194602947538,87.09163644132752,60.0,1560.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,87.09163644132752,1560.0,87.68357541819542,1531.8635192793083,,,,False,False,not_attempted,0,0,0,0,44,1,0.022727272727272728,164.6254333646886,1215.0,False,,,False,6,0
proposed,static_live,26,1560.0,26.0,5,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.433333333333334,31,2,29,1.6212135744504659,0.8106067872252329,88.71285001577799,60.0,1620.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,88.71285001577799,1620.0,85.7100542041743,1531.8635192793083,,,,False,False,not_attempted,0,0,0,0,39,1,0.02564102564102564,163.96632685146568,1373.0,False,,,False,6,0
proposed,static_live,27,1620.0,27.0,5,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.45,29,2,27,4.9906095848509,2.49530479242545,93.70345960062889,60.0,1680.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,93.70345960062889,1680.0,83.76052818903281,1516.6670129784363,,,,False,False,not_attempted,0,0,0,0,45,0,0.0,161.41371659174663,1373.0,False,,,False,6,0
proposed,static_live,28,1680.0,28.0,5,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.466666666666665,27,0,27,3.6582221068953276,3.6582221068953276,97.36168170752421,60.0,1740.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,97.36168170752421,1740.0,78.78456061970346,1364.164459905834,,,,False,False,not_attempted,0,0,0,0,15,8,0.5333333333333333,161.3203832584133,1373.0,False,,,False,6,0
proposed,static_live,29,1740.0,29.0,5,disrupted,disrupted,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.483333333333334,27,3,24,1.8751571147447708,0.6250523715815902,99.23683882226898,60.0,1800.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,99.23683882226898,1800.0,75.31625557993,1364.164459905834,,,,False,False,not_attempted,0,0,0,0,16,2,0.125,160.74588886392843,1373.0,False,,,False,6,0
proposed,static_live,30,1800.0,30.0,6,recovering,recovering,13 24 25 68,2681,2.857142857142857,0.35,0.0,30.51204894886194,18.5,24,1,23,2.8694968197693442,2.8694968197693442,102.10633564203832,60.0,1860.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,102.10633564203832,1860.0,73.28210503738872,1221.665276515697,,,,False,False,not_attempted,0,0,0,0,27,1,0.037037037037037035,160.6525555305951,1587.0,False,,,False,6,0
proposed,static_live,31,1860.0,31.0,6,recovering,recovering,13 24 25 68,2681,2.6595744680851063,0.376,0.04,30.91589731653039,18.516666666666666,23,2,21,2.999807012421049,1.4999035062105246,105.10614265445936,60.0,1920.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,105.10614265445936,1920.0,66.08480267009472,1182.585393274606,,,,False,False,not_attempted,0,0,0,0,8,7,0.875,160.51038962066076,1587.0,False,,,False,6,0
proposed,static_live,32,1920.0,32.0,6,recovering,recovering,13 24 25 68,2681,2.4875621890547266,0.40199999999999997,0.08,31.276313688751998,18.533333333333335,21,3,18,2.9729327903816776,0.9909775967938925,108.07907544484104,60.0,1980.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,108.07907544484104,1980.0,59.64958570979415,1107.7611592892558,,,,False,False,not_attempted,0,0,0,0,15,2,0.13333333333333333,158.60741715819793,1762.0,False,,,False,6,0
proposed,static_live,33,1980.0,33.0,6,recovering,recovering,13 24 25 68,2681,2.336448598130841,0.428,0.12,31.59994690075087,18.55,18,0,18,1.3970875471301514,1.3970875471301514,109.4761629919712,60.0,2040.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,109.4761629919712,2040.0,53.779489112215266,1051.6829421240789,,,,False,False,not_attempted,0,0,0,0,5,0,0.0,158.13736726821074,1762.0,False,,,False,6,0
proposed,static_live,34,2040.0,34.0,6,recovering,recovering,13 24 25 68,2681,2.2026431718061676,0.45399999999999996,0.16,31.89215455207436,18.566666666666666,18,4,14,4.473798700415526,1.1184496751038815,113.94996169238672,60.0,2100.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,113.94996169238672,2100.0,50.45072133662444,909.0518949776732,,,,False,False,not_attempted,0,0,0,0,30,12,0.4,158.0440339348774,1762.0,False,,,False,5,0
proposed,static_live,35,2100.0,35.0,7,recovering,recovering,13 24 25 68,2681,2.0833333333333335,0.48,0.2,32.157301947836125,18.583333333333332,14,2,12,3.7284489090454143,1.8642244545227071,117.67841060143213,60.0,2160.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,117.67841060143213,2160.0,44.27734276926189,888.8725446054616,,,,False,False,not_attempted,0,0,0,0,19,7,0.3684210526315789,155.93302631600778,1929.0,False,,,False,5,0
proposed,static_live,36,2160.0,36.0,7,recovering,recovering,13 24 25 68,2681,1.976284584980237,0.506,0.24,32.398981663836956,18.6,12,0,12,3.110168042679967,3.110168042679967,120.7885786441121,60.0,2220.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,120.7885786441121,2220.0,38.48860566067791,805.0564563493169,,,,False,False,not_attempted,0,0,0,0,10,6,0.6,153.93526358419712,1929.0,False,,,False,4,0
proposed,static_live,37,2220.0,37.0,7,recovering,recovering,13 24 25 68,2681,1.8796992481203008,0.532,0.28,32.62017728250752,18.616666666666667,12,2,10,5.73990114260808,2.86995057130404,126.52847978672018,60.0,2280.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,126.52847978672018,2280.0,34.59554711900597,747.5659888973455,,,,False,False,not_attempted,0,0,0,0,13,7,0.5384615384615384,148.9954909702778,1929.0,False,,,False,3,0
proposed,static_live,38,2280.0,38.0,7,recovering,recovering,13 24 25 68,2681,1.7921146953405016,0.558,0.32,32.82338718808226,18.633333333333333,10,2,8,1.2069206415594897,0.6034603207797449,127.73540042827968,60.0,2340.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,127.73540042827968,2340.0,28.078501030070427,583.4398096523332,,,,False,False,not_attempted,0,0,0,0,5,5,1.0,148.90215763694448,1929.0,False,,,False,3,0
proposed,static_live,39,2340.0,39.0,7,recovering,recovering,13 24 25 68,2681,1.7123287671232879,0.584,0.36,33.010719343667866,18.65,8,2,6,3.054589281189994,1.527294640594997,130.78998970946967,60.0,2400.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,130.78998970946967,2400.0,26.463682989852867,576.0080049259585,,,,False,False,not_attempted,0,0,0,0,22,11,0.5,147.57122789784822,1929.0,False,,,False,3,0
proposed,static_live,40,2400.0,40.0,8,recovering,recovering,13 24 25 68,2681,1.639344262295082,0.61,0.4,33.18396468746468,18.666666666666668,6,0,6,2.666887923201048,2.666887923201048,133.4568776326707,60.0,2460.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,133.4568776326707,2460.0,23.15412016355346,547.9764265782601,,,,False,False,not_attempted,0,0,0,0,21,3,0.14285714285714285,145.90491613740434,1929.0,False,,,False,3,0
proposed,static_live,41,2460.0,41.0,8,recovering,recovering,13 24 25 68,2681,1.572327044025157,0.636,0.44,33.34465457144562,18.683333333333334,6,0,6,0.28351327334731524,0.28351327334731524,133.74039090601804,60.0,2520.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,133.74039090601804,2520.0,19.997383237380248,383.3651593672274,,,,False,False,not_attempted,0,0,0,0,0,0,0.0,145.811582804071,1929.0,False,,,False,3,0
proposed,static_live,42,2520.0,42.0,8,recovering,recovering,13 24 25 68,2681,1.5105740181268883,0.6619999999999999,0.48,33.49410614862006,18.7,6,2,4,0.9807613022376134,0.4903806511188067,134.72115220825566,60.0,2580.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,134.72115220825566,2580.0,19.578957756677433,379.9539311908075,,,,False,False,not_attempted,0,0,0,0,8,2,0.25,145.19972279498833,1929.0,False,,,False,2,0
proposed,static_live,43,2580.0,43.0,8,recovering,recovering,13 24 25 68,2681,1.4534883720930234,0.688,0.52,33.63345855918624,18.716666666666665,4,1,3,1.3619708641211543,1.3619708641211543,136.08312307237682,60.0,2640.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,136.08312307237682,2640.0,18.419478160667598,345.8185080617807,,,,False,False,not_attempted,0,0,0,0,6,2,0.3333333333333333,144.01969382531155,1966.0,False,,,False,2,0
proposed,static_live,44,2640.0,44.0,8,recovering,recovering,13 24 25 68,2681,1.400560224089636,0.714,0.56,33.76370202062083,18.733333333333334,3,0,3,0.18666666666666665,0.18666666666666665,136.2697897390435,60.0,2700.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,136.2697897390435,2700.0,16.92390772375282,209.33800535552484,,,,False,False,not_attempted,0,0,0,0,0,0,0.0,143.92636049197822,1966.0,False,,,False,1,0
proposed,static_live,45,2700.0,45.0,9,recovering,recovering,13 24 25 68,2681,1.3513513513513513,0.74,0.6,33.885701393776806,18.75,3,2,1,2.570766749573962,1.285383374786981,138.84055648861744,60.0,2760.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,138.84055648861744,2760.0,16.818708792257468,208.1845904251387,,,,False,False,not_attempted,0,0,0,0,4,4,1.0,141.3845185960754,1976.0,False,,,False,1,0
proposed,static_live,46,2760.0,46.0,9,recovering,recovering,13 24 25 68,2681,1.3054830287206267,0.766,0.64,34.00021541123871,18.766666666666666,1,0,1,0.09333333333333332,0.09333333333333332,138.93388982195077,60.0,2820.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,138.93388982195077,2820.0,14.127979540382253,81.84868277849249,,,,False,False,not_attempted,0,0,0,0,0,0,0.0,141.29118526274206,1976.0,False,,,False,0,0
proposed,static_live,47,2820.0,47.0,9,recovering,recovering,13 24 25 68,2681,1.2626262626262625,0.792,0.68,34.10791247171747,18.783333333333335,1,1,0,14.193969006119266,14.193969006119266,153.12785882807006,140.89338307010928,2960.893383070109,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,153.12785882807006,2960.893383070109,14.11987830098334,81.84868277849249,,,,False,False,not_attempted,0,0,0,0,150,1,0.006666666666666667,138.49558788023177,1976.0,True,,,False,0,0
proposed,static_frozen,0,0.0,0.0,0,normal,initial,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.0,84,0,84,18.947812200580838,18.947812200580838,18.947812200580838,60.0,60.0,10.709383900044486,1128.8861950000282,1139.5955789000727,1139.5955789000727,0.0,0.0,18.947812200580838,60.0,124.98723160038621,2771.5048752969888,,,,False,False,initial_plan,0,0,0,0,123,0,0.0,177.2717760608753,0.0,False,,,True,10,10
proposed,static_frozen,1,60.0,1.0,0,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.016666666666666,84,0,84,3.6431287464134887,3.6431287464134887,22.590940946994326,60.0,120.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,22.590940946994326,120.0,105.50890338066785,2707.1370397431347,,,,False,False,not_attempted,0,0,0,0,83,0,0.0,176.43141531177028,0.0,False,,,False,9,10
proposed,static_frozen,2,120.0,2.0,0,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.033333333333335,84,3,81,2.150613593169741,0.716871197723247,24.741554540164067,60.0,180.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,24.741554540164067,180.0,101.10086336244001,2575.1489099165824,,,,False,False,not_attempted,0,0,0,0,49,0,0.0,176.33808197843695,215.0,False,,,False,8,7
proposed,static_frozen,3,180.0,3.0,0,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.05,81,3,78,3.271356097706687,1.0904520325688958,28.012910637870753,60.0,240.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,28.012910637870753,240.0,99.24169389457438,2575.1489099165824,,,,False,False,not_attempted,0,0,0,0,57,0,0.0,176.08417388140913,215.0,False,,,False,8,4
proposed,static_frozen,4,240.0,4.0,0,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.066666666666666,78,1,77,3.7024319427213226,3.7024319427213226,31.715342580592075,60.0,300.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,31.715342580592075,300.0,96.4371557706104,2523.292639918653,,,,False,False,not_attempted,0,0,0,0,61,0,0.0,174.23595111138894,249.0,False,,,False,7,3
proposed,static_frozen,5,300.0,5.0,1,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.083333333333332,77,2,75,2.7190972354339418,1.3595486177169709,34.434439816026014,60.0,360.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,34.434439816026014,360.0,92.79090225860935,2353.701123446594,,,,False,False,not_attempted,0,0,0,0,41,0,0.0,174.1426177780556,402.0,False,,,False,7,3
proposed,static_frozen,6,360.0,6.0,1,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.1,75,3,72,4.611279417259635,1.5370931390865452,39.04571923328565,60.0,420.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,39.04571923328565,420.0,90.05551392370413,2353.701123446594,,,,False,False,not_attempted,0,0,0,0,41,0,0.0,173.80269504982573,402.0,False,,,False,7,2
proposed,static_frozen,7,420.0,7.0,1,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.116666666666667,72,1,71,5.191142058140224,5.191142058140224,44.236861291425875,60.0,480.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,44.236861291425875,480.0,85.29960763845678,2350.428994697508,,,,False,False,not_attempted,0,0,0,0,51,0,0.0,171.7315048732715,402.0,False,,,False,7,1
proposed,static_frozen,8,480.0,8.0,1,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.133333333333333,71,2,69,2.4943949123933358,1.2471974561966679,46.731256203819214,60.0,540.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,46.731256203819214,540.0,79.97940923294234,2176.3863390623183,,,,False,False,not_attempted,0,0,0,0,19,0,0.0,171.63817153993816,422.0,False,,,False,7,0
proposed,static_frozen,9,540.0,9.0,1,normal,normal,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.15,69,4,65,2.2682353970901716,0.5670588492725429,48.99949160090939,60.0,600.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,48.99949160090939,600.0,77.62879857543831,2176.3863390623183,,,,False,False,not_attempted,0,0,0,0,19,0,0.0,171.54640459197284,574.0,False,,,False,7,0
proposed,static_frozen,10,600.0,10.0,2,degrading,degrading,13 24 25 68,0,1.0,1.0,0.0,34.78037077224997,18.166666666666668,65,1,64,2.2646830485948937,2.2646830485948937,51.264174649504284,60.0,660.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,51.264174649504284,660.0,75.37762181306358,2157.509480549697,,,,False,False,not_attempted,0,0,0,0,29,0,0.0,171.29011539682318,574.0,False,,,False,7,0
proposed,static_frozen,11,660.0,11.0,2,degrading,degrading,13 24 25 68,2681,1.06951871657754,0.935,0.0,34.60155362914376,18.183333333333334,64,2,62,3.192132747715096,1.596066373857548,54.456307397219376,60.0,720.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,54.456307397219376,720.0,75.26677719890463,2028.151336758179,,,,False,False,not_attempted,0,0,0,0,39,9,0.23076923076923078,171.19678206348985,700.0,False,,,False,7,0
